name;startDateTime;sales_datetime;end_datetime;min_price;max_price;nameArtist;type;subtype;VenueName;VenueCity;VenueState;links;num_links;spotify_url;seguidores;popularidad;youtube_url;subscriptores;wiki_url;premios;VenueClass;NumGeneros;URL_Wikipedia;Edad;DiasVenta;dias_desde_finVenta;peso_promotor;tiene_lastfm_url;Generos_combinados;conciertos_del_artista_en_ciudad
Pearl Jam - Dark Matter World Tour 2024;2024-07-06 19:30:00+00:00;2023-11-09 16:00:00+00:00;2024-07-06 19:30:00+00:00;105.0;330.0;Pearl Jam;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/pearljam'}, {'url': 'https://www.youtube.com/user/PearljamVEVO'}], 'twitter': [{'url': 'https://twitter.com/PearlJam'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id467464'}], 'lastfm': [{'url': 'http://www.last.fm/music/Pearl+Jam'}], 'facebook': [{'url': 'https://www.facebook.com/PearlJam'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Pearl_Jam'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56'}], 'musicbrainz': [{'id': '83b9cbe7-9857-49e2-ab8e-b57b01038103'}], 'instagram': [{'url': 'https://www.instagram.com/pearljam/'}], 'homepage': [{'url': 'http://www.pearljam.com/'}]};10;https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56;8601325.0;75.0;https://www.youtube.com/pearljam;1716398.4314720812;https://en.wikipedia.org/wiki/Pearl_Jam;0.0;1;7;https://es.wikipedia.org/wiki/Pearl_Jam;;240;0.0;5;1;Rock,Alternative Rock,Pop;5.0
Luis Miguel;2024-07-06 19:00:00+00:00;2024-02-23 09:00:00+00:00;2024-07-06 19:00:00+00:00;50.0;1250.0;Luis Miguel;Undefined;Undefined;Estadio Santiago Bernabéu;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]};9;https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true;14968817.0;82.0;https://www.youtube.com/OficialLuisMiguel;1716398.4314720812;https://en.wikipedia.org/wiki/Luis_Miguel;12.0;3;2;https://es.wikipedia.org/wiki/Luis_Miguel;53.0;134;0.0;1;0;Rock,Pop,World,Latin;2.0
Pearl Jam - Dark Matter World Tour 2024;2024-07-07 19:30:00+00:00;2023-11-14 19:00:00+00:00;2024-07-07 19:30:00+00:00;105.0;330.0;Pearl Jam;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/pearljam'}, {'url': 'https://www.youtube.com/user/PearljamVEVO'}], 'twitter': [{'url': 'https://twitter.com/PearlJam'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id467464'}], 'lastfm': [{'url': 'http://www.last.fm/music/Pearl+Jam'}], 'facebook': [{'url': 'https://www.facebook.com/PearlJam'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Pearl_Jam'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56'}], 'musicbrainz': [{'id': '83b9cbe7-9857-49e2-ab8e-b57b01038103'}], 'instagram': [{'url': 'https://www.instagram.com/pearljam/'}], 'homepage': [{'url': 'http://www.pearljam.com/'}]};10;https://open.spotify.com/artist/1w5Kfo2jwwIPruYS2UWh56;8601325.0;75.0;https://www.youtube.com/pearljam;1716398.4314720812;https://en.wikipedia.org/wiki/Pearl_Jam;0.0;1;7;https://es.wikipedia.org/wiki/Pearl_Jam;;236;0.0;5;1;Rock,Alternative Rock,Pop;5.0
Luis Miguel;2024-07-08 19:00:00+00:00;2024-02-23 09:00:00+00:00;2024-07-08 19:00:00+00:00;141.1;361.11;Luis Miguel;Undefined;Undefined;Plaza de Toros de Murcia;Murcia;Murcia;{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]};9;https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true;14968817.0;82.0;https://www.youtube.com/OficialLuisMiguel;1716398.4314720812;https://en.wikipedia.org/wiki/Luis_Miguel;12.0;2;2;https://es.wikipedia.org/wiki/Luis_Miguel;53.0;136;0.0;1;0;Rock,Pop,World,Latin;1.0
The Breeders;2024-07-10 19:30:00+00:00;2023-12-04 09:00:00+00:00;2024-07-10 19:30:00+00:00;40.0;40.0;The Breeders;Undefined;Undefined;Sala Razzmatazz;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/user/breederstv'}], 'twitter': [{'url': 'https://twitter.com/thebreeders'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id790125'}], 'lastfm': [{'url': 'http://www.last.fm/music/The+Breeders'}], 'facebook': [{'url': 'https://www.facebook.com/thebreeders'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/The_Breeders'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1xgFexIwrf2QjbU0buCNnp'}], 'musicbrainz': [{'id': '667e856e-f3a7-42e9-8244-95422ef31321'}], 'instagram': [{'url': 'https://www.instagram.com/thebreeders/'}], 'homepage': [{'url': 'http://thebreedersmusic.com'}]};10;https://open.spotify.com/artist/1xgFexIwrf2QjbU0buCNnp;451720.0;52.0;https://www.youtube.com/user/breederstv;1716398.4314720812;https://en.wikipedia.org/wiki/The_Breeders;0.0;0;1;https://es.wikipedia.org/wiki/Kim_Deal;62.0;219;0.0;85;1;Rock,Alternative Rock,Pop;1.0
Camilo;2024-07-11 18:30:00+00:00;2024-02-02 09:00:00+00:00;2024-07-11 18:30:00+00:00;40.0;90.0;Camilo;Individual;Musician;CORUÑA SOUNDS;A Coruña;La Corunna;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Camilo_(cantante);30.0;160;0.0;3;0;Rock,Pop,Latin;2.0
Los Secretos;2024-07-11 20:00:00+00:00;2023-11-09 09:00:00+00:00;2024-07-11 20:00:00+00:00;40.0;92.0;Los Secretos;Undefined;Undefined;Ciudad Raqueta;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/user/lossecretos'}], 'twitter': [{'url': 'https://twitter.com/los_secretos'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/los-secretos/23969145'}], 'facebook': [{'url': 'https://www.facebook.com/lossecretos'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2KEDbpUlz9nwtGywHT4gyf?autoplay=true'}], 'musicbrainz': [{'id': 'ec5872e7-9d15-4624-b949-c82e700fd2e9'}], 'instagram': [{'url': 'https://www.instagram.com/lossecretos/?hl=en'}], 'homepage': [{'url': 'http://www.los-secretos.net/'}]};8;https://open.spotify.com/artist/2KEDbpUlz9nwtGywHT4gyf?autoplay=true;443129.0;54.0;https://www.youtube.com/user/lossecretos;1716398.4314720812;;;1;5;https://es.wikipedia.org/wiki/Los_Secretos;;245;0.0;2;0;Rock,Pop;1.0
Luis Miguel;2024-07-12 20:00:00+00:00;2024-01-30 17:30:00+00:00;2024-02-08 16:42:00+00:00;75.0;500.0;Luis Miguel;Undefined;Undefined;Estadio Mpal. Antonio Peroles;Roquetas de Mar;Almería;{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]};9;https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true;14968817.0;82.0;https://www.youtube.com/OficialLuisMiguel;1716398.4314720812;https://en.wikipedia.org/wiki/Luis_Miguel;12.0;3;2;https://es.wikipedia.org/wiki/Luis_Miguel;53.0;8;155.0;2;0;Rock,Pop,World,Latin;1.0
Aitana;2024-07-13 19:30:00+00:00;2023-12-04 09:00:00+00:00;2024-07-13 19:30:00+00:00;50.0;90.0;Aitana;Undefined;Undefined;Estadio Mpal. Antonio Peroles;Roquetas de Mar;Almería;{'youtube': [{'url': 'https://www.youtube.com/channel/UCtakZatUqY-XaihWfMnz07w'}], 'twitter': [{'url': 'https://mobile.twitter.com/aitanax'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/aitana/1302824608'}], 'spotify': [{'url': 'https://open.spotify.com/artist/7eLcDZDYHXZCebtQmVFL25?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/aitanax/'}]};5;https://open.spotify.com/artist/7eLcDZDYHXZCebtQmVFL25?autoplay=true;2918356.0;72.0;https://www.youtube.com/channel/UCtakZatUqY-XaihWfMnz07w;2380000.0;;;3;3;https://es.wikipedia.org/wiki/Aitana_(cantante);24.0;222;0.0;1;0;Rock,Pop,Pop Vocal;1.0
Emilia;2024-07-14 20:30:00+00:00;2023-11-28 11:00:00+00:00;2024-07-14 20:30:00+00:00;25.0;120.0;Emilia;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Emilia_Mernes;27.0;229;0.0;4;0;Rock,Pop;1.0
Camilo;2024-07-14 19:30:00+00:00;2024-01-24 15:00:00+00:00;2024-07-14 19:30:00+00:00;45.0;90.0;Camilo;Individual;Musician;Cuartel de Artillería;Murcia;Murcia;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Camilo_(cantante);30.0;172;0.0;2;0;Rock,Pop,Latin;2.0
Luis Miguel;2024-07-16 20:00:00+00:00;2023-11-09 12:00:00+00:00;2024-07-16 20:00:00+00:00;60.0;900.0;Luis Miguel;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]};9;https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true;14968817.0;82.0;https://www.youtube.com/OficialLuisMiguel;1716398.4314720812;https://en.wikipedia.org/wiki/Luis_Miguel;12.0;1;2;https://es.wikipedia.org/wiki/Luis_Miguel;53.0;250;0.0;2;0;Rock,Pop,World,Latin;2.0
Luis Miguel;2024-07-17 19:30:00+00:00;2023-12-04 09:00:00+00:00;2024-07-17 19:30:00+00:00;60.0;900.0;Luis Miguel;Undefined;Undefined;Palau Sant Jordi;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]};9;https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true;14968817.0;82.0;https://www.youtube.com/OficialLuisMiguel;1716398.4314720812;https://en.wikipedia.org/wiki/Luis_Miguel;12.0;1;2;https://es.wikipedia.org/wiki/Luis_Miguel;53.0;226;0.0;3;0;Rock,Pop,World,Latin;2.0
Emilia;2024-07-18 19:30:00+00:00;2023-12-04 09:00:00+00:00;2024-07-18 19:30:00+00:00;35.0;120.0;Emilia;Undefined;Undefined;Ciudad artes y ciencias;Valencia;Valencia;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/Emilia_Mernes;27.0;227;0.0;4;0;Rock,Pop;1.0
Camilo;2024-07-18 20:00:00+00:00;2024-01-24 15:00:00+00:00;2024-07-18 20:00:00+00:00;43.0;92.0;Camilo;Individual;Musician;Plaza de Toros de Alicante;Alicante;Alacant;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/Camilo_(cantante);30.0;176;0.0;1;0;Rock,Pop,Latin;1.0
Camilo;2024-07-18 20:00:00+00:00;2023-11-09 09:00:00+00:00;2024-07-18 20:00:00+00:00;45.0;90.0;Camilo;Individual;Musician;Ciudad artes y ciencias;Valencia;Valencia;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;2;1;https://es.wikipedia.org/wiki/Camilo_(cantante);30.0;252;0.0;3;0;Rock,Pop,Latin;1.0
Luis Miguel;2024-07-19 20:00:00+00:00;2023-12-20 13:55:00+00:00;2024-07-19 20:00:00+00:00;70.0;680.0;Luis Miguel;Undefined;Undefined;CORUÑA SOUNDS;A Coruña;La Corunna;{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]};9;https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true;14968817.0;82.0;https://www.youtube.com/OficialLuisMiguel;1716398.4314720812;https://en.wikipedia.org/wiki/Luis_Miguel;12.0;1;2;https://es.wikipedia.org/wiki/Luis_Miguel;53.0;212;0.0;2;0;Rock,Pop,World,Latin;1.0
Camilo;2024-07-21 19:30:00+00:00;2023-12-04 09:00:00+00:00;2024-07-21 19:30:00+00:00;40.0;90.0;Camilo;Individual;Musician;SON FUSTERET;Palma de Mallorca;Balearic Islands;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Camilo_(cantante);30.0;230;0.0;6;0;Rock,Pop,Latin;1.0
Pixies;2024-07-21 20:00:00+00:00;2023-11-09 09:00:00+00:00;2024-07-21 20:00:00+00:00;50.0;50.0;Pixies;Undefined;Undefined;Sala Razzmatazz;Barcelona;Barcelona;{'youtube': [{'url': 'https://www.youtube.com/user/PixiesOfficialTV'}], 'twitter': [{'url': 'https://twitter.com/PIXIES'}], 'itunes': [{'url': 'https://itunes.apple.com/us/artist/id2730151'}], 'lastfm': [{'url': 'http://www.last.fm/music/Pixies'}], 'facebook': [{'url': 'https://www.facebook.com/pixiesofficial'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Pixies'}], 'spotify': [{'url': 'https://open.spotify.com/artist/6zvul52xwTWzilBZl6BUbT'}], 'instagram': [{'url': 'https://www.instagram.com/pixiesofficial/'}, {'url': 'https://www.instagram.com/pixiesofficial'}], 'musicbrainz': [{'id': 'b6b2bb8d-54a9-491f-9607-7b546023b433'}], 'homepage': [{'url': 'http://www.pixiesmusic.com/'}]};10;https://open.spotify.com/artist/6zvul52xwTWzilBZl6BUbT;2878900.0;70.0;https://www.youtube.com/user/PixiesOfficialTV;1716398.4314720812;https://en.wikipedia.org/wiki/Pixies;0.0;0;4;https://es.wikipedia.org/wiki/Pixies;;255;0.0;85;1;Rock,Alternative Rock,Pop;1.0
Luis Miguel;2024-07-24 18:30:00+00:00;2024-02-19 09:00:00+00:00;2024-07-24 18:30:00+00:00;60.0;720.0;Luis Miguel;Undefined;Undefined;Estadi Ciutat de València;Valencia;Valencia;{'youtube': [{'url': 'https://www.youtube.com/OficialLuisMiguel'}], 'twitter': [{'url': 'https://twitter.com/LMXLM?lang=es'}], 'itunes': [{'url': 'https://music.apple.com/ca/artist/luis-miguel/336904'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Luis_Miguel'}], 'facebook': [{'url': 'https://www.facebook.com/luismiguelofficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true'}], 'musicbrainz': [{'id': '90270118-8ed0-4446-bf97-8a09b3f9e8f3'}], 'instagram': [{'url': 'https://www.instagram.com/lmxlm/'}], 'homepage': [{'url': 'http://www.luismigueloficial.com/'}]};9;https://open.spotify.com/artist/2nszmSgqreHSdJA3zWPyrW?autoplay=true;14968817.0;82.0;https://www.youtube.com/OficialLuisMiguel;1716398.4314720812;https://en.wikipedia.org/wiki/Luis_Miguel;12.0;3;2;https://es.wikipedia.org/wiki/Luis_Miguel;53.0;156;0.0;1;0;Rock,Pop,World,Latin;1.0
Fonseca;2024-07-27 19:30:00+00:00;2023-12-04 09:00:00+00:00;2024-07-27 19:30:00+00:00;30.0;100.0;Fonseca;Undefined;Undefined;WiZink Center;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCN-HqNdnAcE509lcEAnWBpQ'}], 'twitter': [{'url': 'https://twitter.com/Fonseca'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/fonseca/128327252'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Fonseca_(singer)'}], 'spotify': [{'url': 'https://open.spotify.com/artist/53KTldaJ8tHSkYU3nigfwP?autoplay=true'}], 'facebook': [{'url': 'https://www.facebook.com/fonsecamusic/'}], 'musicbrainz': [{'id': 'f84e0f7d-86b0-4957-8b17-6b46d6e47246'}], 'instagram': [{'url': 'https://www.instagram.com/fonsecamusic/'}]};8;https://open.spotify.com/artist/53KTldaJ8tHSkYU3nigfwP?autoplay=true;2918923.0;68.0;https://www.youtube.com/channel/UCN-HqNdnAcE509lcEAnWBpQ;1540000.0;https://en.wikipedia.org/wiki/Fonseca_(singer);7.0;2;2;https://es.wikipedia.org/wiki/Fonseca_(cantante);44.0;236;0.0;3;0;Rock,Pop,World,Latin;1.0
gREAT sTRAITS;2024-09-13 19:30:00+00:00;2023-12-22 09:00:00+00:00;2024-09-13 19:30:00+00:00;38.0;75.0;gREAT sTRAITS;Undefined;Undefined;La Riviera;Madrid;Madrid;;0;;4564084.492307693;60.90461538461538;;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/Jisoo;29.0;266;0.0;2;0;Rock,Pop;1.0
Manolo García;2024-09-20 18:30:00+00:00;2024-02-15 17:02:00+00:00;2024-09-20 18:30:00+00:00;47.0;52.0;Manolo Garcia;Undefined;Undefined;Plaza de Toros de Granada;Granada;Granada;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;2;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;218;0.0;5;0;Rock,Pop;1.0
Manolo García;2024-09-21 19:30:00+00:00;2023-11-30 11:00:00+00:00;2024-09-21 19:30:00+00:00;47.0;55.0;Manolo Garcia;Undefined;Undefined;Centro Hípico;Mairena del Aljarafe;Seville;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;0;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;296;0.0;5;0;Rock,Pop;1.0
María Peláe;2024-09-28 19:30:00+00:00;2023-11-30 11:00:00+00:00;2024-09-28 19:30:00+00:00;30.0;30.0;María Peláe;Undefined;Undefined;La Riviera;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCdZNM-sGs0373tntqDtv2CA/featured?view_as=subscriber'}], 'twitter': [{'url': 'https://twitter.com/MariaPelaeMusic'}], 'itunes': [{'url': 'https://music.apple.com/es/artist/mar%C3%ADa-pel%C3%A1e/1207224805'}], 'facebook': [{'url': 'https://www.facebook.com/mariapelaeoficial/'}], 'spotify': [{'url': 'https://open.spotify.com/artist/1b6ctmaHGrw89ZUmm0nGXq?si=aS41I9-9SEKLu3NXUycE7Q'}], 'instagram': [{'url': 'https://www.instagram.com/mariapelaemusica/'}], 'homepage': [{'url': 'https://www.mariapelae.es/'}]};7;https://open.spotify.com/artist/1b6ctmaHGrw89ZUmm0nGXq?si=aS41I9-9SEKLu3NXUycE7Q;58222.0;46.0;https://www.youtube.com/channel/UCdZNM-sGs0373tntqDtv2CA/featured?view_as=subscriber;1716398.4314720812;;;1;1;https://es.wikipedia.org/wiki/María_Peláe;34.0;303;0.0;3;0;Other,Pop,Rock;1.0
Manolo García;2024-10-04 19:00:00+00:00;2024-01-24 11:00:00+00:00;2024-10-04 19:00:00+00:00;47.0;52.0;Manolo Garcia;Undefined;Undefined;Plaza de Toros de Murcia;Murcia;Murcia;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;2;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;254;0.0;15;0;Rock,Pop;1.0
Manolo García;2024-10-05 19:30:00+00:00;2023-11-30 11:00:00+00:00;2024-10-05 19:30:00+00:00;40.0;70.0;Manolo Garcia;Undefined;Undefined;WiZink Center;Madrid;Madrid;{'youtube': [{'url': 'https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/manolo-garc%C3%ADa/33347508'}], 'spotify': [{'url': 'https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true'}], 'instagram': [{'url': 'https://www.instagram.com/manologarciaycia/?hl=en'}], 'homepage': [{'url': 'https://www.manolo-garcia.com/'}]};5;https://open.spotify.com/artist/4eBTqTx5ssOK5YwmijmfU4?autoplay=true;617811.0;57.0;https://www.youtube.com/channel/UCP9yQtx8Za8wlfnuXt33iGA;199000.0;;;2;4;https://es.wikipedia.org/wiki/Manolo_García;68.0;310;0.0;15;0;Rock,Pop;2.0
MARCUS KING: MOOD SWINGS THE WORLD TOUR;2024-10-13 18:30:00+00:00;2023-12-19 11:00:00+00:00;2024-10-13 18:30:00+00:00;35.0;35.0;Marcus King;Group;Band;La Riviera;Madrid;Madrid;{'itunes': [{'url': 'https://music.apple.com/us/artist/the-marcus-king-band/916374329'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0tgaHqkU1p7QhBUIzKXVU9?autoplay=true'}], 'musicbrainz': [{'id': '15f8b799-4c43-4f39-8ceb-9cdce7051b51'}], 'homepage': [{'url': 'http://www.marcuskingband.com/'}]};4;https://open.spotify.com/artist/0tgaHqkU1p7QhBUIzKXVU9?autoplay=true;213583.0;52.0;;1716398.4314720812;;;1;3;https://es.wikipedia.org/wiki/Marcus_Massalami;;299;0.0;85;0;Rock,Pop,Psychedelic;1.0
MARCUS KING: MOOD SWINGS THE WORLD TOUR;2024-10-17 19:00:00+00:00;2024-02-16 09:00:00+00:00;2024-10-17 19:00:00+00:00;35.0;35.0;Marcus King;Group;Band;Sala Apolo;Barcelona;Barcelona;{'itunes': [{'url': 'https://music.apple.com/us/artist/the-marcus-king-band/916374329'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0tgaHqkU1p7QhBUIzKXVU9?autoplay=true'}], 'musicbrainz': [{'id': '15f8b799-4c43-4f39-8ceb-9cdce7051b51'}], 'homepage': [{'url': 'http://www.marcuskingband.com/'}]};4;https://open.spotify.com/artist/0tgaHqkU1p7QhBUIzKXVU9?autoplay=true;213583.0;52.0;;1716398.4314720812;;;0;3;https://es.wikipedia.org/wiki/Marcus_Massalami;;244;0.0;85;0;Rock,Pop,Psychedelic;1.0
