name,EventStartTime,SalesStartTIme,SalesEndTime,min_price,max_price,nameArtist,VenueName,VenueCity,VenueState,num_links,seguidoresSpotify,popularidad,subsYT,VenueClass,NumGeneros,peso_promotor,tiene_lastfm_url,Generos_combinados,conciertos_del_artista_en_ciudad,tiene_twitter,tiene_instagram,tiene_itunes,tiene_homepage,Adult Contemporary,Alternative,Alternative Rock,Ballads/Romantic,Blues,Classical,Classical/Vocal,Club Dance,Dance,Dance/Electronic,Flamenco,Folk,Funky Breaks,Hard Rock,Heavy Metal,Hip-Hop/Rap,Indie Pop,Jazz,Jazz Blues,K-Pop,Latin,Latin Pop,Metal,New Wave,Other,Performance Art,Pop,Pop Metal,Pop Rock,Pop Vocal,Psychedelic,R&B,Reggae,Rock,Singer-Songwriter,Soul,Urban,World,tiene_wiki,tiene_youtube,dias_Venta,dias_desdeFinVenta,num_noches
Antoñito Molina,2024-06-07 18:00:00+00:00,2023-11-17 09:00:00+00:00,2024-06-07 18:00:00+00:00,25.0,60.0,Antoñito Molina,La Riviera,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,3,0,"Pop Rock,Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,203,0,1
El Barrio,2024-06-07 19:00:00+00:00,2023-11-30 09:00:00+00:00,2024-06-07 19:00:00+00:00,40.0,65.0,El Barrio,Marenostrum Fuengirola,Fuengirola,Málaga,9,1169570.0,61.0,1716398.4314720812,2,4,3,0,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,190,0,1
Manolo García,2024-06-08 20:30:00+00:00,2024-01-02 11:00:00+00:00,2024-06-08 20:30:00+00:00,47.0,52.0,Manolo Garcia,Plaza de Toros de Valencia,Valencia,Valencia,5,617811.0,57.0,199000.0,2,4,15,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,158,0,1
MANÁ,2024-06-08 20:00:00+00:00,2023-11-30 11:00:00+00:00,2024-06-08 20:00:00+00:00,70.0,260.0,MANÁ,Palau Sant Jordi,Barcelona,Barcelona,10,10615731.0,78.0,1716398.4314720812,1,6,10,1,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,191,0,1
Marc Anthony,2024-06-09 19:00:00+00:00,2023-12-01 11:00:00+00:00,2024-06-09 19:00:00+00:00,59.0,161.0,Marc Anthony,Ciudad artes y ciencias,Valencia,Valencia,10,9458106.0,76.0,7200000.0,2,4,1,1,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,191,0,1
MANÁ,2024-06-11 20:00:00+00:00,2024-02-01 14:17:00+00:00,2024-06-11 20:00:00+00:00,75.0,90.0,MANÁ,La Marina,Valencia,Valencia,10,10615731.0,78.0,1716398.4314720812,2,6,10,1,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,131,0,1
Fran Perea,2024-06-13 19:30:00+00:00,2023-12-01 11:00:00+00:00,2024-06-13 19:30:00+00:00,25.0,38.0,Fran Perea,Zentral,Pamplona/Iruña,Navarre,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop,Pop Vocal",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,195,0,1
Camilo,2024-06-14 19:00:00+00:00,2023-09-26 10:00:00+00:00,2024-06-14 19:00:00+00:00,49.0,79.0,Camilo,Golf Costa Adeje,Adeje,Santa Cruz de Tenerife,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,1,0,"Rock,Pop,Latin",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,262,0,1
Manolo García,2024-06-15 19:30:00+00:00,2023-11-09 09:00:00+00:00,2024-06-15 19:30:00+00:00,47.0,52.0,Manolo Garcia,Marenostrum Fuengirola,Fuengirola,Málaga,5,617811.0,57.0,199000.0,2,4,5,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,219,0,1
MANÁ,2024-06-15 20:30:00+00:00,2023-11-30 11:00:00+00:00,2024-06-15 20:30:00+00:00,85.0,240.0,MANÁ,Plaza de Toros de Murcia,Murcia,Murcia,10,10615731.0,78.0,1716398.4314720812,2,6,10,1,"Rock,Pop,World,Latin",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,198,0,1
Fran Perea,2024-06-15 19:30:00+00:00,2023-12-01 11:00:00+00:00,2024-06-15 19:30:00+00:00,25.0,38.0,Fran Perea,Kafe Antzokia,Bilbao,Biscay,0,4564084.492307693,60.90461538461538,1716398.4314720812,0,1,65,0,"Rock,Pop,Pop Vocal",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,197,0,1
Queens of the Stone Age,2024-06-15 20:00:00+00:00,2023-09-26 10:00:00+00:00,2024-06-15 20:00:00+00:00,50.0,55.0,Queens of the Stone Age,Coliseum,A Coruña,La Corunna,9,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,85,1,"Rock,Alternative Rock,Pop",1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,263,0,1
Olivia Rodrigo - GUTS world tour,2024-06-18 20:00:00+00:00,2023-12-15 09:00:00+00:00,2024-06-18 20:00:00+00:00,60.0,180.0,Olivia Rodrigo,Palau Sant Jordi,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,85,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,186,0,1
MANÁ,2024-06-18 18:00:00+00:00,2023-09-21 13:00:00+00:00,2024-06-18 18:00:00+00:00,75.0,175.0,MANÁ,Plaza de Toros de Granada,Granada,Granada,10,10615731.0,78.0,1716398.4314720812,2,6,10,1,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,271,0,1
Olivia Rodrigo - GUTS world tour,2024-06-19 19:30:00+00:00,2023-12-04 15:00:00+00:00,2024-06-19 19:30:00+00:00,60.0,230.0,Olivia Rodrigo,WiZink Center,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,85,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,198,0,1
Danza Invisible,2024-06-20 18:00:00+00:00,2023-09-21 13:00:00+00:00,2024-06-20 18:00:00+00:00,30.0,30.0,Danza Invisible,La Riviera,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,2,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,273,0,1
Morat,2024-06-21 19:00:00+00:00,2023-12-19 11:00:00+00:00,2024-06-21 19:00:00+00:00,36.0,85.0,Morat,Estadio Cívitas Metropolitano,Madrid,Madrid,7,10809521.0,82.0,7250000.0,3,2,2,0,"Pop Rock,Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,185,0,1
Marc Anthony,2024-06-21 20:00:00+00:00,2023-10-06 08:00:00+00:00,2024-06-21 20:00:00+00:00,59.0,221.0,Marc Anthony,Oasisss Marbella. Finca Caridad,Marbella,Málaga,10,9458106.0,76.0,7200000.0,2,4,1,1,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,259,0,1
Camilo,2024-06-21 20:00:00+00:00,2024-02-01 14:17:00+00:00,2024-06-21 20:00:00+00:00,35.0,90.0,Camilo,WiZink Center,Madrid,Madrid,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,3,0,"Rock,Pop,Latin",2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,141,0,2
MANÁ,2024-06-22 19:30:00+00:00,2023-12-18 16:00:00+00:00,2024-06-22 19:30:00+00:00,75.0,210.0,MANÁ,Marenostrum Fuengirola,Fuengirola,Málaga,10,10615731.0,78.0,1716398.4314720812,2,6,10,1,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,187,0,1
Manolo García,2024-06-22 20:00:00+00:00,2023-12-01 11:00:00+00:00,2024-06-22 20:00:00+00:00,47.0,52.0,Manolo Garcia,Plaza de Toros Los Califas,Córdoba,Córdoba,5,617811.0,57.0,199000.0,2,4,5,0,"Rock,Pop",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,204,0,1
Emilia,2024-06-22 20:00:00+00:00,2023-12-19 11:00:00+00:00,2024-06-22 20:00:00+00:00,35.0,90.0,Emilia,Coliseum,A Coruña,La Corunna,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,4,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,186,0,1
Camilo,2024-06-22 20:00:00+00:00,2024-01-24 15:00:00+00:00,2024-06-22 20:00:00+00:00,25.0,90.0,Camilo,Plaza de Toros de Granada,Granada,Granada,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,1,0,"Rock,Pop,Latin",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,150,0,1
MANÁ,2024-06-23 19:30:00+00:00,2023-11-09 09:00:00+00:00,2024-06-23 19:30:00+00:00,60.0,110.0,MANÁ,Coliseum,A Coruña,La Corunna,10,10615731.0,78.0,1716398.4314720812,2,6,10,1,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,227,0,1
Kany García,2024-06-27 20:00:00+00:00,2023-12-01 11:00:00+00:00,2024-06-27 20:00:00+00:00,40.0,90.0,Kany Garcia,Teatre Coliseum,Barcelona,Barcelona,7,2658681.0,75.0,2750000.0,2,2,6,0,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,209,0,1
Luis Miguel,2024-06-28 20:00:00+00:00,2023-07-05 09:35:00+00:00,2024-06-28 20:00:00+00:00,80.0,650.0,Luis Miguel,Plaza de Toros Los Califas,Córdoba,Córdoba,9,14968817.0,82.0,1716398.4314720812,2,2,2,0,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,359,0,1
Camilo,2024-06-28 19:30:00+00:00,2023-12-04 09:00:00+00:00,2024-06-28 19:30:00+00:00,25.0,110.0,Camilo,Estadio La Cartuja de Sevilla,Sevilla,Seville,0,4564084.492307693,60.90461538461538,1716398.4314720812,3,1,1,0,"Rock,Pop,Latin",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,207,0,1
Bunbury,2024-06-28 20:00:00+00:00,2023-11-09 09:00:00+00:00,2024-06-28 20:00:00+00:00,40.0,85.0,Bunbury,WiZink Center,Madrid,Madrid,9,2495275.0,69.0,2680000.0,2,4,2,1,"Rock,Pop,World,Latin",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,232,0,1
MANÁ,2024-06-29 19:00:00+00:00,2023-06-14 10:35:00+00:00,2024-06-29 19:00:00+00:00,60.0,190.0,MANÁ,Bizkaia Arena Bec!,Barakaldo,Biscay,10,10615731.0,78.0,1716398.4314720812,2,6,10,1,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,381,0,1
Camilo,2024-06-29 19:00:00+00:00,2023-12-01 11:00:00+00:00,2024-06-29 19:00:00+00:00,40.0,90.0,Camilo,Plaza de Toros Los Califas,Córdoba,Córdoba,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,3,0,"Rock,Pop,Latin",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,211,0,1
Luis Miguel,2024-06-30 20:00:00+00:00,2023-11-09 09:00:00+00:00,2024-06-30 20:00:00+00:00,55.0,900.0,Luis Miguel,Estadio La Cartuja de Sevilla,Sevilla,Seville,9,14968817.0,82.0,1716398.4314720812,3,2,1,0,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,234,0,1
Emilia,2024-06-30 19:30:00+00:00,2023-12-04 09:00:00+00:00,2024-06-30 19:30:00+00:00,25.0,90.0,Emilia,Plaza de Toros de Granada,Granada,Granada,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,4,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,209,0,1
Hozier,2024-06-30 19:30:00+00:00,2024-01-24 15:00:00+00:00,2024-06-30 19:30:00+00:00,55.0,70.0,Hozier,WiZink Center,Madrid,Madrid,10,6704912.0,85.0,1716398.4314720812,2,3,85,1,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,158,0,1
Kany García,2024-07-01 19:00:00+00:00,2023-12-04 09:00:00+00:00,2024-07-01 19:00:00+00:00,35.0,90.0,Kany Garcia,Marenostrum Fuengirola,Fuengirola,Málaga,7,2658681.0,75.0,2750000.0,2,2,6,0,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,210,0,1
Luis Miguel,2024-07-03 20:00:00+00:00,2023-07-05 09:35:00+00:00,2024-07-03 20:00:00+00:00,75.0,650.0,Luis Miguel,Navarra Arena,Pamplona/Iruña,Navarre,9,14968817.0,82.0,1716398.4314720812,2,2,2,0,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,364,0,1
MANÁ,2024-07-03 19:30:00+00:00,2023-12-04 09:00:00+00:00,2024-07-03 19:30:00+00:00,75.0,255.0,MANÁ,WiZink Center,Madrid,Madrid,10,10615731.0,78.0,1716398.4314720812,2,6,10,1,"Rock,Pop,World,Latin",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,212,0,1
Camilo,2024-07-03 19:00:00+00:00,2023-12-01 11:00:00+00:00,2024-07-03 19:00:00+00:00,35.0,120.0,Camilo,Palau Sant Jordi,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,3,0,"Rock,Pop,Latin",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,215,0,1
MANÁ,2024-07-03 19:30:00+00:00,2023-11-09 09:00:00+00:00,2024-07-03 19:30:00+00:00,75.0,230.0,MANÁ,WiZink Center,Madrid,Madrid,10,10615731.0,78.0,1716398.4314720812,2,6,10,1,"Rock,Pop,World,Latin",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,237,0,1
Kany García,2024-07-04 19:00:00+00:00,2023-12-04 15:00:00+00:00,2024-07-04 19:00:00+00:00,35.0,85.0,Kany Garcia,Espai La Rambleta,Valencia,Valencia,7,2658681.0,75.0,2750000.0,0,2,6,0,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,213,0,1
Bunbury,2024-07-05 19:30:00+00:00,2023-07-05 09:35:00+00:00,2024-07-05 19:30:00+00:00,70.0,125.0,Bunbury,Estadio la Romareda,Zaragoza,Saragossa,9,2495275.0,69.0,2680000.0,3,4,2,1,"Rock,Pop,World,Latin",1.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,366,0,1
Luis Miguel,2024-07-06 20:00:00+00:00,2023-09-08 22:05:00+00:00,2024-07-06 20:00:00+00:00,50.0,1250.0,Luis Miguel,Estadio Santiago Bernabéu,Madrid,Madrid,9,14968817.0,82.0,1716398.4314720812,3,2,1,0,"Rock,Pop,World,Latin",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,301,0,2
Pearl Jam - Dark Matter World Tour 2024,2024-07-06 19:30:00+00:00,2023-11-09 16:00:00+00:00,2024-07-06 19:30:00+00:00,105.0,330.0,Pearl Jam,Palau Sant Jordi,Barcelona,Barcelona,10,8601325.0,75.0,1716398.4314720812,1,7,5,1,"Rock,Alternative Rock,Pop",5.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,240,0,2
Luis Miguel,2024-07-08 19:00:00+00:00,2024-02-23 09:00:00+00:00,2024-07-08 19:00:00+00:00,141.1,361.11,Luis Miguel,Plaza de Toros de Murcia,Murcia,Murcia,9,14968817.0,82.0,1716398.4314720812,2,2,1,0,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,136,0,1
The Breeders,2024-07-10 19:30:00+00:00,2023-12-04 09:00:00+00:00,2024-07-10 19:30:00+00:00,40.0,40.0,The Breeders,Sala Razzmatazz,Barcelona,Barcelona,10,451720.0,52.0,1716398.4314720812,0,1,85,1,"Rock,Alternative Rock,Pop",1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,219,0,1
Camilo,2024-07-11 18:30:00+00:00,2024-02-02 09:00:00+00:00,2024-07-11 18:30:00+00:00,40.0,90.0,Camilo,CORUÑA SOUNDS,A Coruña,La Corunna,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,3,0,"Rock,Pop,Latin",2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,160,0,1
Los Secretos,2024-07-11 20:00:00+00:00,2023-11-09 09:00:00+00:00,2024-07-11 20:00:00+00:00,40.0,92.0,Los Secretos,Ciudad Raqueta,Madrid,Madrid,8,443129.0,54.0,1716398.4314720812,1,5,2,0,"Rock,Pop",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,245,0,1
Luis Miguel,2024-07-12 20:00:00+00:00,2024-01-30 17:30:00+00:00,2024-02-08 16:42:00+00:00,75.0,500.0,Luis Miguel,Estadio Mpal. Antonio Peroles,Roquetas de Mar,Almería,9,14968817.0,82.0,1716398.4314720812,3,2,2,0,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,8,155,1
Aitana,2024-07-13 19:30:00+00:00,2023-12-04 09:00:00+00:00,2024-07-13 19:30:00+00:00,50.0,90.0,Aitana,Estadio Mpal. Antonio Peroles,Roquetas de Mar,Almería,5,2918356.0,72.0,2380000.0,3,3,1,0,"Rock,Pop,Pop Vocal",1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,222,0,1
Emilia,2024-07-14 20:30:00+00:00,2023-11-28 11:00:00+00:00,2024-07-14 20:30:00+00:00,25.0,120.0,Emilia,Palau Sant Jordi,Barcelona,Barcelona,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,4,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,229,0,1
Camilo,2024-07-14 19:30:00+00:00,2024-01-24 15:00:00+00:00,2024-07-14 19:30:00+00:00,45.0,90.0,Camilo,Cuartel de Artillería,Murcia,Murcia,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,2,0,"Rock,Pop,Latin",2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,172,0,2
Luis Miguel,2024-07-16 20:00:00+00:00,2023-11-09 12:00:00+00:00,2024-07-16 20:00:00+00:00,60.0,900.0,Luis Miguel,Palau Sant Jordi,Barcelona,Barcelona,9,14968817.0,82.0,1716398.4314720812,1,2,2,0,"Rock,Pop,World,Latin",2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,250,0,2
Emilia,2024-07-18 19:30:00+00:00,2023-12-04 09:00:00+00:00,2024-07-18 19:30:00+00:00,35.0,120.0,Emilia,Ciudad artes y ciencias,Valencia,Valencia,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,4,0,"Rock,Pop",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,227,0,1
Camilo,2024-07-18 20:00:00+00:00,2024-01-24 15:00:00+00:00,2024-07-18 20:00:00+00:00,43.0,92.0,Camilo,Plaza de Toros de Alicante,Alicante,Alacant,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,1,0,"Rock,Pop,Latin",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,176,0,1
Camilo,2024-07-18 20:00:00+00:00,2023-11-09 09:00:00+00:00,2024-07-18 20:00:00+00:00,45.0,90.0,Camilo,Ciudad artes y ciencias,Valencia,Valencia,0,4564084.492307693,60.90461538461538,1716398.4314720812,2,1,3,0,"Rock,Pop,Latin",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,252,0,1
Luis Miguel,2024-07-19 20:00:00+00:00,2023-12-20 13:55:00+00:00,2024-07-19 20:00:00+00:00,70.0,680.0,Luis Miguel,CORUÑA SOUNDS,A Coruña,La Corunna,9,14968817.0,82.0,1716398.4314720812,1,2,2,0,"Rock,Pop,World,Latin",1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,212,0,1
Camilo,2024-07-21 19:30:00+00:00,2023-12-04 09:00:00+00:00,2024-07-21 19:30:00+00:00,40.0,90.0,Camilo,SON FUSTERET,Palma de Mallorca,Balearic Islands,0,4564084.492307693,60.90461538461538,1716398.4314720812,1,1,6,0,"Rock,Pop,Latin",1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,230,0,1
Pixies,2024-07-21 20:00:00+00:00,2023-11-09 09:00:00+00:00,2024-07-21 20:00:00+00:00,50.0,50.0,Pixies,Sala Razzmatazz,Barcelona,Barcelona,10,2878900.0,70.0,1716398.4314720812,0,4,85,1,"Rock,Alternative Rock,Pop",1.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,255,0,1
